"id","profileName","text","date","title","rating","images","helpful"
"R3JNK943QCXSOU","Twinx","
  I ordered this in a hardcover for and I git this in a paperback form . The paper quality is also not good. How can the customers be cheated like that. I wants to gift it to my friend. How can I gift this now. This books does not seems ti be real now. The cover colour is also different.
","Reviewed in India on 18 July 2019","Ordered hardcover and got paperback book.",1,"","16"
"R1UBTG8KT7NWOZ","Anukriti","
  To be completely honest I bought this book just because of its cover. I mean just take a moment and observe it, the perfect shade of blue with white flowers. Simplicity at its best. This book has some sort of vibe, I still remember how I smiled when I opened the amazon parcel and found this bundle of positivity and happiness. The sheer pleasure of caressing its pages which is very different as compared to the regular pages of other novels, it gives you immense relief Idk how and why, but it does. Coming to the main content, the book starts by telling the meaning of Ikigai i.e.,purpose of your life, reason to get out of your bed every morning happily and how finding your Ikigai will lead to a long and happy life. The importance of society and a friendly neighbourhood is well put.The interviews of the Japanese Centenarians explains why they are the longest living human beings on this planet, they do the simple activities like gardening also with full enthusiasm, they aren’t spending their retirement resting on an arm chair instead they attend Karaoke nights, indulge in group activities, sell their produce in vegetable market and believe in eating simple and exercising.They live in present and enjoy every moment happily. Because being aware of the impermanence of things does not have to make us sad; it should help us love the present and those who surround us.'🦋Our Ikigai is different for all of us but one thing we have in common is that we are all searching for meaning. There is no perfect strategy of connecting with our ikigai. But what we learned from the Okinawans is that we should not worry too much about finding it. Like the author said “Life is not a problem to be solved. Just remember to have something that keeps you busy doing what you love while being surrounded by the people who love you”. The simplest things are often the most beautiful, and this book is the perfect example of this statement. ' Eat right, exercise, and do what makes you happy'...by following this motto, we can definitely find our 'ikagai', our reason to live.
","Reviewed in India on 23 August 2020","The Best Things In Life Are Simple !",5,"https://images-na.ssl-images-amazon.com/images/I/714nlI84ZKL.jpg","1"
"R2Q6HB6BO44RN2","Sandeep ","
  Easy read. A few good rules stood out for me. For eg 80% rule on food and being stoic and imagining the worse daily to liberate yourselves of fears. There are plenty such as rules, you can choose what you like. The description of Japanese community that practices ikigai seemed simplistic and far cry from from the city life.The key question is finding your ikigai in this fast paced world. The book will give you hints, but ultimately you still need to find it yourselves. Anyway I give this book a sure thumbs up.
","Reviewed in India on 26 September 2019","Easy read and calms your mind",4,"","1"
"R30WWJ544Q613","Germaine-Daisy","
  Ikigai is a book every bookshelf ought to have. Its philosophy of holistic living, purposeful journeying of life, is a philosophy to apply daily in life. The authors make valid connections to unite mind and body, heart and soul, in the experiment to find the Inner Self and live by Its values. After all, the rat race makes for the dead race! To really live, one has to listen within and express ones talents, values, ethics in daily living through correct action. In India, Ikigai has existed for eons, but this is another, more modern easy to follow path of inner realisation. I love the book!The physical book is beautiful too. Well bound, with thread bound pages, hard cover and pretty picture on it.
","Reviewed in India on 16 February 2020","Must have book for life",5,"","1"
"R1NVKU5RFTRTF4","nuthan nagaraj","
  Complete waste of money...I feel for any Indian who has the privilege to spend time with grand parents or in joint family who have been exposed to basic yoga n home made medicines...Then this book is of no use.I feel Authors are not Completely aware of Indian culture
","Reviewed in India on 8 July 2020","Waste of money",1,"","1"
"RXN84XXTUY3YS","Ankita2020","
  This book is very different from the too technical ones already present out there on the same topic. Ikigai (book) was like a flow, exactly like the flow which it asks us to find in our lives. It is very crisp and to the point.It's talks about few things we already know but need to be reminded. Things we have learnt or heard of on the way of life, but all those needed to be collected in one place and this book is that place. We humans, in this current age, are running behind things without any meaningful outcome. But somewhere we had to be reminded that this is not what makes a happy life. And this is that reminder. Search for ikigai begins where the book ends.🙂A quote from the book: ""Life is not a problem to be solved. Just remember to have something that keeps you busy doing what you love while being surrounded by the people who love you.""It's no doubt a must read for everyone. It may not alter your life altogether but it will surly make a difference however small is might be.
","Reviewed in India on 19 August 2020","Essence of happy and long life in a shortest way possible!",5,"","1"
"R34HDPMD1RO70R","Somesh Chandra Mathur","
  The book deals with the Japanese concept of Ikigai and is focused on how we can find happiness in our work. The authors discuss the japenese concept rather superficially and the subject lacks depth and an overall sense of wholesomeness that is annoying at times.There are a number of other books which one might refer to gain some good life advice such as 'How will you measure your life' by C.M. Christensen or 'My Gita' by D. Pattanaik.
","Reviewed in India on 23 November 2019","Superficial and unhelpful.",2,"","1"
"R9QMYPSIX1FPV","Nalin","
  The title of the book suggests that it is unravelling The Japanese Secrets to a Long and Happy Life, but it also does incorporate the key elements from Indian way of life i.e.Yoga and the Chinese way of life i.e. Tai Chi. Indeed the key point that emerges from the book is that one should keep on moving and not spend most of the time of the day either sitting or lying down.It also dispels the notion that one should start withdrawing from the activities after one is officially retired and advocated that staying active is what would be the deciding factor if one aspires to complete a century on this planet- which incidentally is a Japanese quote from where the book starts. Does it not seem so pertinent in the times that we are living in- the Corona times. IKIGAI actually means living a meaningful life. Though Japan is a major rice growing country, the book advocates drawing from the patterns of food from people residing in Okinawa in Japan is that the food plate construct on a daily basis should be dominated by vegetables and Tofu,  and there is a particular emphasis on the size of the plate. The plate should not be large, as we normally have in Indian conditions but it should be of medium size.However  one may be hungry, one should aspire to eat 80% only which is called as Hara hachi bu in Japanese and were we to follow the maxim it would take care of quite a lot of health related issues that we are confronted with, associated with over eating.Interestingly enough Japanese have been practising the concept of saving called as Moai-where farmers get together to share best practices and also help one another with meager harvests. In the times of distress that the farming community is in the country, can we aspire to have such kind of a group of farmers. Farmers Producers Organizations have been formed but they need to converge to the concept of Moai to make it really effective.This group also had the provision of a monthly contribution akin the idea of SELF HELP GROUPS with a difference that the contribution is utilised for social activities and left over from the contribution is given a member based on his requirements.The book has tried to assimilate other such initiatives from around the world but the bottom line is that one has to find flow in everything that one is doing.  There should not be any distraction or multi-tasking at all as it does not help anyway. To attain the flow, the authors have requested to adopt the policy of leaving the cell phones one hour before going to sleep, and one hour after getting up. Tough act to adopt? Each one of us has a passion inside us or the Ikigai and if we have found it we need to practice and fine tune it, and if not yet, it is incumbent upon us to discover it.NALIN RAI
","Reviewed in India on 9 April 2020","Be Slow and Things would fall in Place",5,"","1"
"R3GF8KACLF0BKY","Sharon Shre","
  We all want to lead a long and healthy life. Don’t we? Ikigai has all the elements to decode it. Ikigai is a Japanese word, translates to “ the happiness of always being busy or engaged”.  The people of Okinawa live a simple outdoor life, drink green tea, and eat a healthy diet served in a special bowl that limits to their eating. The book explains that every being has an Ikigai, a journey of self-discovery and it’s worth the search. Ikigai draws attention to the lifestyle of Japanese people showcasing how they lead an optimal healthy life, filled with happiness, and longevity. The main focus is on diet, daily activities and a sense of joy. It also includes wisdom from supercentenarians(above the age of 110) from all over the world.Every individual's Ikigai is different but the search is common. Still searching for you Ikigai, no worries, smile, take a long breath and find one. I’m all praises for this book and cannot stop gushing about it. Grab it today.
","Reviewed in India on 25 October 2019","Redesign your lifestyle for longevity and happiness",5,"https://images-na.ssl-images-amazon.com/images/I/61toSrQ8ocL.jpg","1"
"R1TZL9YFVKODMH","vidya","
  The book is beautiful read but I feel cheated as I purchased the Kindle Edition and there are missing pages in each section. Just when you are at the end of a page the next one will be 5-6 pages ahead. Even the words are not completed.  This is so disappointing..
","Reviewed in India on 28 March 2020","Pages missing in kindle edition...Do not buy the Kindle version",1,"","1"
"R3AJHN9P4AV7XC","Shilpa bhatia","
  Ikigai came to me at a moment when I was feeling distracted and lost from my ultimate goal. Also, I really feel sad to see my 75 plus mom in law and 65 plus mom to see sticking to bed and complaining that they are good for nothing now. I don’t want to be one of these old women who can’t rejoice life anymore, I wish to have both mental and physical strength in my old age too that’s why I have entertained Yoga to my daily routine.The book starts with Japanese proverb “Only staying active will make you want to live a hundred years” and it touches the art of staying young while growing old and also shares antiaging secrets. It also recommends to find flow in everything you doand master longevity. It gives a comparison of logotherapy of psychotherapy and prefers the previous. Apart from that, the book also tells the experience tales of centenarians as how they made it upto living longer and healthier life. The diet and exercise carry an essential ingredient in a perfect recipe of life.“Nana Korobi Ya Oki/ Fall seven times, rise eight” is the key to remain antifragile and be resilient to deal with the setbacks. Follow the philosophies of Budhism and Stoicism which aim at practicing well being while you are enjoying life’s pleasures. According to stoicism, we should be able to control our emotions and curb our ego and negative emotions.I even loved the ‘wabi sabi’ and ‘ichi-go ichi-e’ concepts which tell us that instead of looking for beauty in perfection, we should look out beauty in the given things-the things  that are incomplete and temporary.Although the content on Yoga is something I just skipped because these were known facts and considerations.On the whole, Ikigai is a beautiful gift to the society. It leads you from darkness to light and follow a right path to healthy lifestyle. Worry less, Walk an extra mile and Weigh your burdens less. A good diet and some sort of exercise is needed to be added. Above all, everyone must have some purpose in life. It is the reason to live ‘ikigai’ and not anything else,  which keeps you going. The authors Hector Garcia and Francesc Miralles stress on never retire policy so as to stay young inside.
","Reviewed in India on 16 April 2020","A Fresh Start",5,"","1"
"RN4TLHJ8SBN5W","sparameswaran","
  First the good part - chapter IX on ‘Anti-fragility’, which discuss stoicism and similar Buddhist teachings are the best parts of the book. Already well known (to me), but nice to be reinforced about those principles. The epilogue nicely summarises the entire premise of the book.The bad part  the book are those sections which seems to promote pseudo-science when it comes to discussing diet and the benefits of certain types of food items. I will be the last person to take those things by face value. Also, the book described the lifestyle of the centenarians as if they were living that way their whole life (singing, dancing, tending to their garden), which is simply not true. I was more interested in knowing how they lead their earlier years - the young adult and Middle Ages - because that is where the key to longevity lies (not only in how they spent their old age).
","Reviewed in India on 23 September 2020","Good and Bad",3,"","1"
"R29Q24P1W7PDJE","Pradeep","
  This book is actually about 'how to have a long life', with particular reference to Ogimi, a rural town in the north of the island with a population of 3,000, called the Village of Longevity, that has the highest life expectancy in the world.The authors say that Ikigai is one of the keys to living long, the others being diet, exercise and strong social ties.Ikigai is all about finding your passion, focussing on it, and thereby realising your full potential.This is my first book on Ikigai, which I am hearing for the first time. It's a good introduction to it. The book gives 10 rules of Ikigai, based on conversations with the centenarians.
","Reviewed in India on 10 April 2020","A good intro to Ikigai",4,"","1"
"R3BM2UEG4VEBQM","Spendthrift!","
  The book talks of a number pointers picked up from  different philosophies like stoicism while emphasising the need to get into the flow. It is not only about the longevity of the people of Okinawa but also how their lifestyles can be picked up to suit within the rush hour lifestyles of modern times.
","Reviewed in India on 28 September 2018","The idea of getting into the flow is very beautifully brought out giving contemporary examples.",5,"","10"
"R2WTH29YFWYHKT","Sameer Mane","
  Can't comment about the contents of the book as I just received it yesterday. However, I saw this book in Crossword bookstore few days ago and now I can clearly notice the difference between the book I received through Amazon. The paper quality and print is below standard as compared to the one I saw in Crossword bookstore. Feel cheated.
","Reviewed in India on 21 January 2020","Quality of paper and print is poor",1,"","1"
"RCIN1TR9L7C4T","Amazon Customer","
  Just be advertised to be a somewhat good book, nothing new all borrowed stuff from other books and internet ......not as good as it is been told, more facts than resolutions .
","Reviewed in India on 21 September 2020","Not recommended",1,"","1"
"RLLLB5I2O60TU","Prashant Navin Gupta","
  While i enjoyed reading the book, i felt that a lot of material is taken from other books by Victor Frankl, Mihaly C and other authors. Some chapters were brilliant but some just lacked quality content. Some pages have dedicated to teach the reader how to do excercises like Sun salutation etc, i found it to be completely useless as I can learn it from youtube rather than reading a book.I had higher expectations
","Reviewed in India on 10 January 2020","Average book with some golden nuggets",3,"","1"
"RRPNGOUHJWFW8","Murali Nandula","
  Excellent book highly recommended for the current generation that is filled with pressure, stress and anxiety.The book covers simple concepts and how we can implement it in our lives to lead a life of ease,  joy and glory.
","Reviewed in India on 7 October 2017","The secret to lead an enjoyable long life",5,"","13"
"R2FQU020E2TY9I","gaurav","
  I found it more like a wellness blog. I bought this book after coming across the IKIGAI venn diagram shared in an online session about life's purpose. The diagram explores 4 vocational elements namely what you love, what you are good at, what the world needs and what can be paid for. The idea is to choose a career that qualifies on these 4 elements. I bought the book to explore more about this concept. But the book is not about the diagram, it is about general principles of a happy and long life that are practiced in a small town Okinawa in Japan. It is a good read but my expectation were a lot more. I later did some search and came across this link that says the the creator of the diagram is not even a Japanese and had only listened to a ted talk about IKIGAI. This is a weird world. Anyway, can't discredit the book, it is a good read but know that it is not about the diagram that helps you choose a right career.
","Reviewed in India on 15 November 2020","This book is not about choosing the right career",2,"","1"
"REQTW8OXGSYPO","Aayu Bajaj- @paintinbooks","
  Ikigai- A highly recommended book with a beautiful cover and content worth its salt!This self help book talks about Inhabitants of an island named Okinawa in Japan who live longer than people anywhere else in the world. A guide to finding your “Ikigai- a purpose of living”, this short one-day read will definitely give you a lot of ideas and motivate you to live a long and happy life.A perfect read to take some inspiration at the unprecedented times like these!
","Reviewed in India on 5 July 2020","A perfect read to take some inspiration at the unprecedented times like these!",5,"","1"
"R3SORZU3RLCKZE","Anonymous","
  I ordered two books but received only one and this was prepaid. Its fruad.
","Reviewed in India on 29 November 2018","Sellet is Fruad",1,"","10"
"R2114TZUSZINEX","Amazon Customer 141193 ","
  Beautiful cover, pointless book! What a waste. It’s got nothing that’s not obvious.
","Reviewed in India on 19 December 2018","Don’t judge this book by its cover 🤦🏻‍♀️",1,"","1"
"RD4MM8ELI5WVN","Rajesh Kumar Pandey","
  I just came across this peculiar title and got my attention. It was a blessing to get this book as I kept reading and unfolding the pages on and on...  It really helps to internalise thinking and helps to get & think deeper to discover the purpose of life... I am in the process of finding mine ....
","Reviewed in India on 25 February 2021","ikigai a book meant to transform Life",5,"","1"
"R14JPZYMUHIBTC","Mohammad Yahya Khan","
  The people of Japan believe that everyone has an ikigai – a reason to jump out of bed each morning. And according to the residents of the Japanese island of Okinawa – the world’s longest-living people – finding it is the key to a longer and more fulfilled life. Inspiring and comforting, this book will give you the life-changing tools to uncover your personal ikigai. It will show you how to leave urgency behind, find your purpose, nurture friendships and throw yourself into your passions.
","Reviewed in India on 31 July 2020","Ikigai: The Japanese secret to a long and happy life 💓",5,"https://images-na.ssl-images-amazon.com/images/I/71dlxqroVsL.jpg","0"
"R3O2J4DVMFMKJL","garima","
  Ikigai is my first self-help/philosophy book and I'm glad I picked it. We know how to deal with our lives, we know how to make it simpler, less stressful but somewhere in the race of life we forget that. Ikigai was that reminder. The book is written in simple language and is easy to read. However, it can be ""just"" a read or a read if the reader wants; one may finish it in a few days or in a few months depending upon how impactful the written words are. For a reader who enjoys self-help books, Ikigai might, might, not serve  anything different but for first timers, it sure did. Happy Reading !! :)
","Reviewed in India on 18 March 2021","The impact of some chapters, if reader wants.",5,"","1"
"R26JMXQ8PGWXYT","arjunbk","
  Being a Doctor, I always appreciated the importance of Goodwill, Simplicity, Love for people etc in determining Treatment outcomes and the lameness of our medications and diagnostic aids. I knew about Intangible treasures of India- Saathvik diet, Yoga, Prayers, Meditation etc.... This book unravelled me to the Intangible world of Japanese... It appears to be as rich as Ours..... Thanks to authors for a tremendous work
","Reviewed in India on 25 February 2020","Awesome book",5,"","1"
"R28KIYHXFNFLT1","Karan Tulaskar","
  Hey there, I would be happy to review this book as I was eager to buy the book on amazon. But due to the pandemic I bought the kindle version of it. I am really happy to have this book in my kindle bookstore. This book is a must read to those who are keen readers of Self help books or those who want to learn a culture, lifestyle and more about Japan. Japan is one of my favorite destinations and so this book was one of my must buy books. The author has given lots of information about the Centenarians, what they eat, how they work, the style they live and what keeps them so alive till the age of 100 years. It is so thrilling while reading this book, that anyone who is fond of Japanese people will love to read and follow their routine style. It has mentioned about the Yoga that is originated in India. The readers will get lot of useful information and you will imagine those great people who have made it up to 100 years with all the enthusiasm and  passion towards their life.
","Reviewed in India on 3 September 2020","Ikigai is a must read book and on your bookshelves.",5,"","0"
"R3FZ117UN2Y966","Amazon Customer","
  I feel the title is inappropriate.The book talks of many things but the core of it is “how to live a long and happy life”.It is not about how to discover your passion i.e. ikigaiIt is just an few page introduction to the concept of ikigai and that is where I was disappointed. I didn’t get what I bought for.But overall it is a good and light read. Scrapping and introducing few concepts of holistic health.
","Reviewed in India on 13 May 2020","It’s not about how to find your ikigai",2,"","0"
"R2ZM1Z5FQ6N22","Amazon Customer","
  This review is strictly about the vendor and not the content of the book. I was promised a hardcover, but it is just a thicker paper back. The paper quality and the print is pretty mediocre. I felt cheated. The ratings are for the vendor.
","Reviewed in India on 23 September 2019","Vendor is a cheat, the book is not a hardcover.",2,"","1"
"R3JI1N16IKNAK4","Gaurav","
  There are three parts to the book. Start, middle and end.Start and end are really interesting, thought middle somehow moved towards what I was not expecting, but the end nailed the expectations. There are many beautiful learnings as a key take-away and if we start implementing, it might take years but we can reach the goal. One should read the book and implement in real life.
","Reviewed in India on 6 November 2019","Interesting book",4,"","1"
"R2JXHOO4WIYT3D","Leena Thakur","
  Gives an insight to live a long and healthy life through others experience.So technically a factual book. Nothing really creative, but a lot of learning through facts. Focus is on living long, content and healthy life.  It's a kind of data book. Nothing is there to excite the reader, but definitely to make person think how people managed to live a really long life.
","Reviewed in India on 29 November 2020","To live a long, content, and healthy life.",4,"","0"
"R2288EKBV58HGG","Sahana","
  Although, this book goes on about the same thing in depth throughout, it is still an important message that it is trying to convey. This is a life changing concept to live by and I realised that I found my ikigai as I got the book (such coincidence!) and this is something I am glad I did not miss at this point of my life <3
","Reviewed in India on 20 March 2021","Not to miss!",5,"https://images-na.ssl-images-amazon.com/images/I/81EtX5A9dPL.jpg
https://images-na.ssl-images-amazon.com/images/I/B1RxNZSZ7gS.jpg","0"
"R2GXG2EHI3YUVU","Devasena","
  The book is an awesome piece. No complaints about that. My issue is about the gift wrap. I paid extra Rs. 30 for the gift wrap & the card with message, but received just the book as like during normal purchase. This is a gift so couldn't tell the recipient to return. It was supposed to be a gift with special message on a special day but that time is lost along with the extra cash. I hope Amazon takes not of this error but I don't know how to let them know as the product can't be returned.
","Reviewed in India on 5 February 2020","No gift wrap which I paid for",1,"","1"
"R3CCLLV5U2N1MJ","Vyoma","
  I started reading Ikigai, the book by Hector Garcia and Frances Mirales. It is a really short book but so profound when it comes to the real reason why Okinawans from Japan live the longest. They are called super centenarian. They eat about 18 varieties of food every day, the move a lot basically do a lot of gardening and walk and lot of community work, and drink a special kind of tea made from local fruit. They also do radio taiso exercise of basically five minutes. More importantly, the book talks about doing what you love to do. When you are one with your activity and your concentration is high that means you are in flow and very few people can do that - to maintain the flow is the challenge. It is basically all that you give to a given moment whether you do yoga, or look after a baby, cook for your family, nurture your plants... you are one with that moment and that if you repeatedly do, that gets you in flow. The book is full of interesting examples that keep you turning the page and in my case swiping left. I really enjoyed the book which is essentially about how to stay in the flow in the given moment and such a fun read.
","Reviewed in India on 16 May 2020","Be one with god",4,"","0"
"R3WE5IV5PAYOF","Oorja Paul","
  I read so many good reviews on this book that I decided to buy it. I am a fan of fiction, hence, it doesn't fit my favourite genre but it's a good, light read that reflects on our lifestyle and how it is different, dismally different from the cenetenarians. The book has some interesting facts and will make you think where you are going wrong.✨If you decide to shift to a healthy and happy lifestyle and need some inspiration, this is the book for ya.✨- OP
","Reviewed in India on 17 December 2020","A book that inspires",5,"https://images-na.ssl-images-amazon.com/images/I/81Dewprv1yL.jpg","0"
"R19RKQD79ICL00","manjusagar","
  I hate speaking so bluntly but the topic CANNOT be written as a summary, like a ""dos and donts"" list or like a high school project report as they have done with Ikigai. I bought this book with great expectation but had to force myself to finish it. Their style chosen was wrong, the book lacked focus and the writing was basic.Although I did like the points raised by the book which I found to be quite useful.A better vision and writing would have made this a far better read.
","Reviewed in India on 1 June 2020","A good theme to speak on but the authors fail to do it justice.",2,"","1"
"RWFRZ2EISIKI4","Manu","
  Dont know how it became an international bestseller.. by the way who is awarding these “international best seller” awards!!! Honestly don't waste paper and ink for printing this book. BUT - it is an excellent coffee table book - the type of books that you use to showcase your intellect, specialness, whateverness.. Use the external cover, keep a well cut cardboard box between the front and back covers - wooha, you have one fantastic no-brainer! And save the planet too as you don't have to cut any trees to print the pages!!!
","Reviewed in India on 25 November 2018","Don't cut trees to print this amazingly useless but exceedingly ""beautiful looking"" boooo..",3,"https://images-na.ssl-images-amazon.com/images/I/71OaLdNlZlL.jpg
https://images-na.ssl-images-amazon.com/images/I/81bcfYE6NXL.jpg","0"
"RB78MA4D553PK","RGS","
  A well researched and documented book on the subject. One conceptual clarification “yoga is referred to as yoke (fails to convey significance) instead of ‘yut’-union (of individual consciousness with that of the Universal Consciousness). Most of the practices are well know. The book is a reminder to all those practices with reference to “Ikigai” for longevity that everyone is fascinated with.
","Reviewed in India on 1 April 2021","Well researched",3,"","0"
