"id","profileName","text","date","title","rating","images","helpful"
"R37QFRJLU9J7UV","Muzamil Mushtaq","
  After an extensive reading of this book i personally realised this book leads me to embark on the most wonderful journey  ever,which is the journey within.The Journey within provides solution to all our problems claimed by the author of this book (well known psychologist).He has provided simple cause and effect solution to each problem ( cause is thought and effect is solution). As he termed ""We are what we think all day long.""Joseph Murphy also mentioned that how new habits can be learned or unlearned which affects our daily lives and how thoughts  within controls us all.Personally, i feel this book can be life changing by applying principles of life provided in this book. Which are easy and simple.As Joseph said in this book ""everything is choice, choose life, choose love, choose happiness and the likes.And yes! I suggest don't forget to buy and read this book it will help you lot in your personal life. 😊
","Reviewed in India on 11 November 2018","Simple, but page turner one for me.",3,"https://images-na.ssl-images-amazon.com/images/I/61YwmKT5LrL.jpg","25"
"R3373FPZNMN5QA","Akshita","
  This book more likely keeps making claims without supporting it with substantial rational or scientific basis. Most of it is just stories about miracles, very disappointing since it’s a highly acclaimed book. If you’d actually like to read some good stuff, I would suggest ‘Thinking, fast and slow’ by Daniel Kahneman (Also a Nobel prize winner) and he has done an excellent job at writing critically about the mind.
","Reviewed in India on 17 February 2019","Stories without evidence/rationale",1,"","22"
"R2DT5Q612O777U","Shubham","
  If you believe in scienceThenThis book is totally fakePlease don't read itIf you read you totally waste  your time
","Reviewed in India on 6 January 2019","Your choice",1,"","24"
"R39TVBXWHLFQTP","SHIVANI✔️","
  This book had been sitting on my shelf for quite a while before I picked it up. It was originally recommended to me by my friend.Since I was on a book buying spree, and I was excited about delving into some new material at the time, The Power of Your Subconscious Mind was one among many books I ended up ordering. I’ve finally gotten around to reading it. Of course, it helps that I’ve been in the habit of reading one book per week for several months now.Summary: The Power of Your Subconscious Mind was written by a leading expert on the subject, Joseph Murphy. From my perspective, this book equates your subconscious mind with God, which is likely a different and challenging paradigm for same to accept.
","Reviewed in India on 31 May 2019","Must buy",5,"https://images-na.ssl-images-amazon.com/images/I/71QLiCZZjsL.jpg
https://images-na.ssl-images-amazon.com/images/I/71l7Xn0SrNL.jpg
https://images-na.ssl-images-amazon.com/images/I/71rvXaQVFJL.jpg","15"
"R35BAJ9EE59G7G","Real review","
  Some of the concept are good but it looks this book is only for Christians.Each and every place instead of God he is mentioned Jesus and the book covered most part of the Bible.Be universal while writing this kind of book so that it will reach to every individual independent of there religion place
","Reviewed in India on 15 February 2020","not for universal reader",1,"","14"
"R141JRYBF0U9RV","Vedank","
  This book is such a scam. Dr. Murphy wrote this keeping in mind what his audience wanted to read about-hope, success and greatness. Sadly life is not a cakewalk. He created a bubble for the readers which actually does not exist. I find this very misleading and crooked.PS: if you suffer with anxiety/depression/ptsd or any other trauma or loss, i STRICTLY recommened you to NOT read this, its only going to make things worse for you.
","Reviewed in India on 6 May 2019","bait.",1,"","16"
"R1HXCX028A52I5","iShahrukh","
  I have had read almost 60% of the book and have happy sweet memories with it. Although it will hook you up for a while, in the midway you might lose interest and then it will again do something to hook you up.If you have determination to complete the book and follow it, you will actually feel quite motivated.
","Reviewed in India on 30 August 2018","A Good Read For One Who Is Interested To Follow!",4,"","16"
"RQ0NGVXKX5C7D","Neshway","
  Amazing book and I can not guarantee you but definitely assure you that it will by some point help you in day to day activity and to achieve you desired goal.
","Reviewed in India on 7 February 2019","Motivation Guaranteed 👌",5,"https://images-na.ssl-images-amazon.com/images/I/71k31x6NsJL.jpg","15"
"R10OQZMU5U4RKZ","Sonu Gulfam","
  Its a great book!This book is basically a user manual of human mind. When we were born, we weren't giving an user manual to understand how to use the advanced machine, that is, our mind, given to us by god.I believe this book is the pathway to understanding the working of our brain and try to gain control over it by series of methods over a period of time which I think are very much effective to living a prosperous life.The thing which really strikes me is, we need to only send good positive thoughts like love, compassion, hope, joy, cooperation, happiness etc to our subconscious mind inorder to make the our way of living better! Its not as easy as it sounds, but we have to practice it from the day we start realizing this fact. And surely we can experience the change!
","Reviewed in India on 26 December 2018","Must Read Book",5,"","1"
"RREOC3WFWG32Z","MARUKURTHI SAI","
  The book takes you to the world where you can easily change your way of thinking about the things.This book provides a lot of stories about people who changed their life by changing their process of thinking.In short, after reading this book you will never be the person you were.
","Reviewed in India on 17 March 2018","... book takes you to the world where you can easily change your way of thinking about the things",5,"","18"
"R3LJN2G26NQ74Q","Sudha Saswati Nayak","
  Think Positive Always, It helps you in being confident.This is the only Message, the book provides. Everything about all the chapters revolves around this only sentence.The book is full of examples and real life experience of the author, which is not at all inspiring. But boring.Yes I found it really boring to be honest.To describe a simple thing, the author has written 20 different chapters, which is really weird.I mean ""think positive"" has only one meaning, why to exaggerate it like anything?
","Reviewed in India on 26 October 2019","I did not find it good enough to recommend someone like you !!!",1,"","1"
"R2TPAXMBX4QNKJ","Bookish","
  Its one of the best book for ones self development and inner peace. When I started reading this I didn't felt that interesting but after some pages every word of it was great.The thing which I liked the most was that even though there is a lot of information imparted in the book it was easier to read because it is broken into many small sections making the book much easier to read.And specially the last page of the book where you will see the profitable pointers mentioned which helps in  understanding and remembering the important points.Overall it's the best book for self development, growth and mental peace. There is only one drawback that its lengthy in starting of the book but nonetheless a great book. Must read guys.
","Reviewed in India on 5 May 2019","Best book for self development",5,"https://images-na.ssl-images-amazon.com/images/I/71tCk13zlYL.jpg","1"
"R1G8NKZDXMEBDG","Mohammad Faizan Khan","
  Strongly Recommend The Book. It's A must buy for everyone.📖""Having clearly seen the end, You have willed the means to the realization of the end.""This book is ideal for everyone who wants to be productive in many ways in their life. Once you start reading the book , you'll know the whole game of your subconscious mind.📖""Do the thing You are afraid to do, and the death of fear is certain""The book consists of 20 chapters and every chapter is divided into several small parts, as well as the Writer provided all the summary points at end of the whole chapter. These summary points will help you to get the best review of the every important chapters of the book. Dr. Joseph Murphy has very brilliantly written this book with every useful facts about our subconscious mind and how to get everything thing from this very power everyone have.📖The book is very interesting as I've read it joyfully and it gave me whole new point of view towards my life. Although i applied many lessons of the book into my life and I received the same😎 , I wished for.📖That's why I strongly recommend this book to everyone who wants to have a  joyful, successful, peaceful and inexhaustible life.
","Reviewed in India on 31 March 2019","This book is ideal for everyone who wants to be productive in many ways in their life.",4,"https://images-na.ssl-images-amazon.com/images/I/619XrCj3fmL.jpg","1"
"REMI4GRIUQDU4","Kindle Customer","
  I had several questions in my mind which were answered by the author through this book. The first half enlightens you about tapping the potential of our subconscious mind and in the latter part he discusses about how to deal with different emotions, types of mental prayers and cites numerous examples all through the book.A must read for readers who yearn to seek the meaning of life and the power of mind.
","Reviewed in India on 5 February 2018","A book that opens the door to walk into your mind",4,"","15"
"RWCKJT17BY9ZA","Vigneshraj","
  I bought this book becuase, 1) I am starting to cultivate reading habit 2) it had highest rating.. But little did I do to dive in to the ratings..Yes, this turned out to be a worthy choice because of its concept.. But not how the author narrated it..Phew..! As one of the readers mentioned it to be highly exhaustive and repetitive.. It really is.. But good thing is author added the highlights at the end of each chapter and I read only that..If you are up for it.. Then there is a very good take away which I feel is true and I forgot.. Now, I started practicing it in my whole life and I feel great..It starts with a belief.
","Reviewed in India on 17 April 2019","Look beyond 5 star rating",5,"","1"
"R1XNQFG3IPO5G2","Chatsah","
  An interesting book.The book contains some invaluable advice for maintaining peace and calm in our daily life and focus on our goals. It can help one channelise his energy in the proper direction and take control over one's actions.But I felt the book lacking in some aspects-1) Repetitive: Some portions, sentences, and words have been used repetitively despite being redundant.2) Too long: Yes I feel the book is 50 pages too long. Brevity and concise facts could have been better.3) Lack of case studies and examples.
","Reviewed in India on 14 July 2018","Worth a Try.",4,"","1"
"R2OC9L2MTZNLOF","SAINATH REDDY","
  The power to achieve anything in the world lies within you and that is thinking about what you want with feeling and emotion repeatedly. This was the only conclusion which this book teaches us in every chapter and that is a kind of repetition through whole book.As we repeat that single thought it reflects in the way we see things , eventually it changes our actions towards that repeated thought. This actions become habits and habits are the key to achieve our goals.This book is the perfect guide to use our subconscious mind in different fields of our life.""A GOOD BOOK FOR A BETTER AND HAPPIER LIFE""
","Reviewed in India on 2 November 2018","A  GUIDE FOR BETTER AND HAPPIER LIFE",3,"https://images-na.ssl-images-amazon.com/images/I/71zCj8qPyUL.jpg","1"
"R9RLBH1TUH67F","Sumit Srivastava","
  I've read around 100 pages of this book and I am seriously considering whether to read it any further or not.Same thing repeated over and over and over and over and over again. The idea propounded in this book could have easily been discussed within 10 pages at max. But the author has reiterated the same thing innumerable times for 300 pages.Nothing scientific in the this book either. Its heavily dogmatic. Pseudo-religious (in glorifying one particular faith). While there may he merit to the central idea, but the methods explained to harvest the same are down-right foolish.I am surprised that this is an International Bestseller for so many years. You've got to have a non-thinking dead brain to accept what the author is indoctrinating through this book. It's completely unrealistic and impractical.
","Reviewed in India on 11 August 2019","Dogmatic, repetitive, useless",1,"","1"
"RAF48ELBDXA03","Shhuayb","
  Same thing is repeated on every page of the book. The author stresses on only one part of the subject by citing numerous daily life examples which may seem somehow inauthentic at some point of the book. I got bored reading the same stuff but with different flavor again and again. I didn't even inspire by the subject matter.This is a highly overrated book.
","Reviewed in India on 13 October 2020","Highly overrated book — Read only 'introduction'",3,"","1"
"R21DQKQQTU9JWK","Paresh Kamat","
  ""The world you live in is largely dependent on whats going on in your mind"".A statement which describes what the book is all about. A must-read-for-all book written by Dr. Joseph Murphy.The book very aptly describes that what you want to have, how you want your the situation around you to be or for that matter how you want your life to be, depends on how your conscious mind communicates with your sub-conscious mind. Your subconscious mind is a treasure house within you, which does not argue but accepts what your conscious mind decrees.So in short, if your conscious mind communicates positive thoughts with your subconscious mind, then outcome will always be positive and vice versa.Some key takeaways from the book are as follows;1) your conscious mind is the ""watchman at the gate"". Its chief function is to protect your subconscious mind from false impressions. Choose to believe that something good can happen and its happening now. Your greatest power is your capacity to choose.2) what you write on the inside, you will experience on the outside. You have two sides to your life, objective and subjective, visible and invisible, thought and its manifestation.3) Belief is a thought in your subconscious mind. It means to accept something as true.4) what is popularly termed as faith healing, is the knowledge of the interaction of the conscious and subconscious mind.5) In the healing of the body it is, desirable to secure the concurrent faith of both the conscious and subconscious mind.6) Your subconscious speaks to you in intuitions, impulses, hunches, intimations,urges and ideas, and it is always telling you to rise, transcend,grow, advance, adventure and move forward to greater heights.7) Your subconscious is the builder of your body and is on the job 24 hrs a day. You interfere with its life-giving patterns by negative thinking.Its an interesting read and re-read for people who can understand and then practice to manifest the power of their own subconscious mind.
","Reviewed in India on 6 November 2019","""The world you live in is largely dependent on whats going on in your mind"".",5,"","1"
"R1ZZ3GZXDNKV5P","SUNEETHA SINGAMSETTY","
  If there is anything very valuable which you can buy at a price range around hundred then I highly recommend you to buy this book, The Power of Subconscious mind written by Dr Joseph Murphy. I need not mention about this book since it is a gem of Self help books.As you all know it is a worldwide best seller published in more than 20 languages around the globeThe main purpose of this book is to provide the readers the value of thinking positively.This book contains points which are like step by step guide to reprogram your mind to achieve your goals.This books strikes straight into your bones with its contents in each and every chapter. This books states various examples describing on whatever Subconscious mind can actually do. It gives in short information about our Hidden WeaponMany facts have been shared along with depicting the life changing experiences of many individuals, which works as a manual to pave path to fulfill our dreamsLast but not least I am personally very satisfied with the Delivery time and the quality of the book. The pages were nice cover was indeed good and totally happy with the quality of the publication, which are like an added bonuses for my reading experience
","Reviewed in India on 7 June 2020","A book that will change your life",5,"","1"
"R349HQO11OQPT2","Himanshu Sinha","
  Amazing after reading this I got to know about why this book is bestseller and recommended by many readers that you must this book once in your Life. Eventually this book has changed my thinking , perception towards other people and most importantly towards money. This book really transformed my life . The content is worth lot more than the cost of any precious stone or it's a gem of its kind.
","Reviewed in India on 3 March 2019","This book will change your life",5,"","1"
"R2QI4WR849H4HU","Wilson S.","
  On the back side of the book it is written:  'A book that will change your life' and truly it has the potential to change someone's life.Once you understand the concepts and accept them in your life you'll feel the change. You'll be more positive and energetic.
","Reviewed in India on 30 June 2018","Amazing concept presented by author.",5,"","1"
"R38VXJSXFOAQZZ","A. Mishra","
  I 100% believe in law of attraction and power of subconscious mind.. With already have idea about the above two phenomena, opening chapters are great. But book is not much practical at all. I believe you must work hard, burn it, if you want something. Simply chanting one thing for few days works, if you are in depression but isn't helpful if you are ambitious. (Because you have to work hard along with using your subconscious mind, which is not easy by any means.)But this book is very over hyped.After first 6 chapters, rest all chapters have same content with little or no changes. This book became quite boring. And I couldn't finish it..
","Reviewed in India on 26 October 2018","Not recommended. Rather watch some videos on Youtube on the samd..",2,"","1"
"RXYYXZV1TGJXV","Dani Theresa","
  It's an amazing book that one would like to read and apply in their own life. The chapters are short, 10-15 pages each in easy and simple English.The ideas are explained using simple life stories that one can easily relate to.I would suggest the reader to read the book slowly and not hurry so that they can grasp all it’s details.It's a life changer for sure.Quality of the book that I received was good  and delivery was prompt too.
","Reviewed in India on 4 August 2018","A must Read and a must Have",5,"","1"
"R3R166HT97QFGI","Amazon Customer","
  This is the kind of the book you need to read, not once but manytimes till your mind Understands  it completely , and also applies it completely  thereafter  mastering its wisdom. I recommend  this to any one who wants to understand  working  of life , and Mind . also  apply these..  if you dont then its no use.. atleast read this again and again such that  your mind compels to apply. Happy reading friends.  Also i thank Joseph  Murphy  a lot .
","Reviewed in India on 20 March 2021","Awesome  book , th best and mustread",5,"","1"
"RN8RCZBD44U0Q","Aatif","
  There is a risk of being cynical while coming across a self help book. Almost like a reflection towards oneself saying ""i dont need this"". This is where this book can simplify things for you. It has been written in a way that even the most complex of arguments have been explained through examples.  Murphy covers the concept of Subconscious mind lucidly. He also discusses how one can use it in different aspects such as relating to money, relationships etc.I could go on and on but you should read it for yourself.
","Reviewed in India on 31 December 2018","Found it to be pretty good!",4,"","1"
"R3NFS5GZWMDIV9","Jhankar Niyogi","
  I got a Kindle edition of this book. I read this book and applied each and every bit of writing in my real life and failed like a disaster. This book indeed has no reality with the real life. It speaks about thinking whatever I want and it will happen. Its just a common sense. If this would have been true then there is no need to study at all. Just by thinking that I will top the exam, we could have achieved it. I don't know why this common thing did not come up in mind while reading this book, otherwise I did not have to suffer that failure. Lowest rating is 1 so I have to give it.. otherwise, I don't think this book deserve even rating 1
","Reviewed in India on 24 November 2019","Some false suggestions to the public",1,"","1"
"R2M08VEDYLTKCQ","Neeru Khandelwal","
  It's a baseless theory, originated from the mind of author and has no practical scientific proof. The author throughout the book tries to only brainwash you through incongruent citations of his experience to prove the validity of his theory. In a nutshell it's a good read for those who are looking for an alternate religion which can be blindly followed.
","Reviewed in India on 9 January 2019","Baseless theory by Mr. Joseph Murphy",2,"","1"
"R21EIN4PKXFB13","Dhruv","
  There are 2 aspects of the book, let me try to explain these in my way.First Aspect: It is true that the mind has ability to control your body & emotion. Even in situation of utter pain one can find peacewhereas another can get depress in peace feeling lonely. Technically your mind has this ability, but now the question is how you control this ability and use it in the way you want…., and the answer is by ""Believe"".Once you start believing positively in something and you put all your efforts and focus to it there are far better chances of you achieving it in comparison to the person who is putting efforts but does not believe in achieving the goal.Let’s take an example of a competitive examination which is very difficult and only very few people can pass this examination. Now, there are two portions of the mind which author has named as conscious and sub-conscious. Your conscious mind works on logical reasoning and understand things in a very practical manner, your logical mind can see this as very difficult exam as only 2% of the people clears it, every year 2 lac people gets failed in this exam and like this all sorts of logical and practical approach is being used by mind to assess the success chances you have. On the other side you have sub-conscious mind which tells you that you can make it as you have blessing of your mother, God is on your side, your religious guru has also predicted the future and confirmed that you will make it. Ultimately your sub-conscious mind gives you enough confidence to put all your efforts and focus believing that this is your destiny and you will success.Eventually the person has more chances of clearing this exam if he uses his subconscious mind and hard work together. The author in this book has used various techniques for teaching how to program your subconscious mind so then you can artificially create this believe on, as and when required basis.But the key to access to subconscious mind is “true” believe (not just ordinary believe) and here comes the superstition in picture. There is a very fine line between true believe and superstition. And it’s very difficult to see this fine line and manage yourself to be part of non-superstition side while strengthening your believe. Like Keep fast, donate money, perform rituals, please religious gurus to strengthen yours believe in God but wait a minute…. Aren’t these all are superstition?Second Aspect: There are instances where author has referred to the law of attraction (from book secret of Rhonda) where he says that by only truly believing and using your subconscious mind without hard work you will be able to achieve something, and I totally disagree with this. If this would have been true than all sons of mothers would have become Bill Gates and all girls would beenmarried with the boys who had big time crush on these girls.There are two kinds of people in this world. One which likes the idea of his life being in the divine hand of God assuming that God will always do good for him and another who does not like the idea of his life being in somebody’s else hand and they are more comfortable with the idea of their life's control in their own hand, which type are you of?
","Reviewed in India on 8 September 2018","Awesome book and a must read",5,"","1"
"R1Q5JMYJ2N84UU","Pruthuyasha","
  Two stars for certain motivational lines and for good use of the language. But, the book is based on the mediocrity of a lay man's view. Nothing much given that can be backed either by science or philosophy. In the end, nothing good will come out after you finish this .
","Reviewed in India on 2 May 2019","Misguiding and unscientific reasoning",2,"","1"
"RO0PU5XSU6KWX","Deepak","
  The quality of the book is good for the price. I bought it for Rs 75.The content is worth much more. If you are a person with a lot negative thinking, just seeing the bad side of things and want to turn your life around, this is the first book you should read.I found the truth of my life in here. The way my thought process changed after reading this book is incredible. Everything started to fall in place, no more negativity, no more bad things. Just believe in yourself and believe that you have it within you to take down whatever mountain is in front of you. Greatness will start flowing into you.
","Reviewed in India on 12 February 2019","The content of the book is worth much more than the price.",5,"","1"
"RR0DJAL1KZB4E","Jaspreet Narang","
  A copy and paste of ""Think And Grow Rich"". Nothing new.
","Reviewed in India on 26 July 2017","A copy and paste of ""Think And Grow Rich""",2,"","1"
"R1JT0OOBAA6ZS9","Hemanth","
  It seems likes some wellness and positive thinking Mumbo jumbo. If all it required to cure cancer or bodily harm was a positive subconscious, then what is the use of modern medicine ?
","Reviewed in India on 8 April 2019","Waste of time",1,"","1"
"R9T2IZJZ7XI17","The_Word_Trail","
  “Think good, and good follows. Think evil, and evil follows. You are what you think all day. Feed your subconscious with thoughts of harmony, health and peace.” The Power Of Your Subconscious Mind by Dr. Joseph Murphy fills you with positivity and hopefulness. It changes how we live our life everyday. Everybody wants to be surrounded with positivity but somehow our troubles and worries won’t let us do that and we get trapped inside the negative thoughts and feelings. This book helps us to identify the power of our subconscious mind and teaches us to control it and put it to good use. It also encourages us to live positively spirited forever. Do give it a try, it’s a good read.
","Reviewed in India on 4 June 2019","The_Word_Trail Review",5,"https://images-na.ssl-images-amazon.com/images/I/71IqF8YiaeL.jpg","0"
"R25CR0N1J5ESXG","Tanushri ","
  Delivery review: the book cover was damaged. It has a huge crease in the front. It wasn't even bubblewraped and I also didn't receive any bookmark.Book review: 3 stars!I'm still confused how should I rate this book. I don't read non-fiction much. This book had intrigued me from a psychological point of view.Things I liked:The basic idea put forth in this book is that your subconscious mind has infinite power and as you shall think will be done unto you. It all depends on your thinking and thought process. For example, if you think you're going fail a certain test, your subconscious mind will do everything to make it true. So in the end you're bound to fail due to your constant negative thinking and fear.Many such aspects of life and they are related to our thinking are elucidated in the book.The author also describes certain techniques on how make proper use of your subconscious mind.I think I'm gonna try a few of those. What's the harm in trying, eh?Things I didn't like:The book is full of examples and references to people who ""used the power of their subconscious mind to overcome certain things or prevail in life or be healed of certain maladies. In some instances Dr. Murphy mentions of people getting cured of diseases that doctors deemed to incurable just by thinking of getting healed! This is what we call ""miracle recovery"" which happens once in a blue moon.As I mentioned the book is full of such anecdotes. And in every single one of those anecdotes the person's life changes or they get what they want.There's also too much reference to the Bible and Biblical quotes for my liking. No offence to those who believe in God but some of things just don't set well with me. Though I do agree with some of the scientific concepts and methods mentioned.If you are a strong believer of God and have infinite faith this might be just the perfect book for you.I would recommend this book, especially to those who are depressed or frustrated with life and can't find a way out. This book might not provide the solution but I can prove to be the first step towards peace and happiness. Or you can just read the book to understand certain things with your thinking and psychology.
","Reviewed in India on 30 January 2020","Good Book, Bad delivery",3,"","1"
"R1IGF8T0OEU6Q7","AYUB ALI GAZI","
  The author suggested that the path of success is not as easy as we think .It consists of several difficulties ,struggle,kindness,honesty and alsoTHE POWER OF YOUR SUBCONSIOUS MIND. Our mind is the main thing which we must take care of is well described  by DR JOSEPH MURPHY .IF our MIND goes well each and every step taken by us leads to success.
","Reviewed in India on 22 October 2018","The power of success",5,"https://images-na.ssl-images-amazon.com/images/I/71XRWy9aCsL.jpg","1"
"R34N9J8W8WQ0BC","Pratyush Singh","
  The stuff that you're getting for the price is simply unbelievable. As an ex-convinced atheist, I have actually connected with my spiritual self, and now I can say that I'm a lot more spiritual. The techniques in this book actually work. If you're a Hindu, then it would be much easier for you to understand. Dr. Joseph Murphy had taken his inspiration from Hinduism anyway. These techniques can be applied in any form of life whatsoever. You can even be a maid cleaning dishes in someone's house and still apply these techniques in your life and live a much better and fuller life. There is simply no reason to not buy this book unless you are too lazy to read.
","Reviewed in India on 18 July 2019","Go for it! Don't think. Just buy it!",5,"","1"
